;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Toman;Hřib;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Wilderse;Nováková;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Hitler;Pellegrini;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Klaus ml;Čunek;Blaško;Mynář;Kramář;Zaorálek;Jaklo;Novotný;Mayová;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Pospíšil;Smoljak;Metnar;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Doležal;Horák;Němec;Jágr;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Hlubuček;Cook;Kovanda;Kobza;M;Koudelka;Heydrich;Morawieckiego;Středula;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;B;Bárta;Výborný;Mátl;Bettel;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Adamowicz;Trestík;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Bělobrádek;Poche;Ovčáček;Nečas;Gregorová;Szijjártó;Opletal;Bartha;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;Janda;Rath;May;Zelenský;Konečná;Špidlík;Vondra;Špidla;Kuciak;Plenković;Albright;Navrátil;Schäuble;Balda;Šarocha;Brežněv;Gazdík;Farský;Zikmund;Lukl;Kovář;Brada;Paroubek;Šaroch;Stehlík;Giuliani;Jakeš;Jílková;Vestager;Závodský;Winton;Guaidó;Vorlíček;Adamová;Pekarová;Vildumetzová;Michel;Štětina;Kraus;Kundera;Poc;Čunka;Kroupa;Burešová;Suchý;Šefčovič;Majerová;Kretschmer;Hus;Topolánek;H;Palacký;Bartošek;Farewell;Lhoťan;kurz;Juchelka;Luzar;Václavec;Tesař;Erdoğan;Charanzov;Macháčkem;Reagan;Dlouhý;Pokorný;Pithart;Zaeva;Seluckou;Gross;Verhofstadt;Hanuš;Fico;Ćwioro;Míle;Dobšík;Lux;Fajt;Onderka;Krutílek;Chauhan;Mitrofanova;Horská;Grospič;Cimrman;Diallo;Mrázek;Strache;Pík;Charvát;Bradáčová;Benešův;Fridrich;Stránský;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Zelenskym;Koněvovi;Dancilaovou;Gerlocha;Dienstbier;Růžička;Burlac
Vorlíček;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adamová;0;0;0;0;0,03501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pekarová;0;0;0;0;0,03501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vildumetzová;0,02707;0;0,09477;0;0,03501;0,10541;0;0,04042;0;0;0,04454;0;0;0,05143;0;0,1037;0,15681;0,15811;0;0;0;0;0;0;0;0,05832;0;0,12039;0,18257;0,06086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07857;0;0;0;0;0;0,08165;0;0;0;0;0,08333;0,08513;0;0;0;0;0;0;0;0,17817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0,21822;0;0;0;0,10911;0;0,10911;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12309;0;0;0;0;0;0;0;0;0;0;0;0,1291;0;0;0;0;0;0;0;0,1291;0;0;0;0;0;0;0,13608;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Michel;0,02707;0,02041;0,06318;0;0;0,07027;0;0;0,04189;0;0,04454;0;0;0;0;0,05185;0,10454;0;0;0;0;0,05661;0;0,05774;0;0;0;0;0,06086;0;0;0,06455;0,06537;0;0,06623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08333;0;0;0;0;0;0;0;0,08704;0;0;0,08909;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0,10911;0;0;0;0;0,10911;0;0;0;0;0;0;0;0,11323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,27217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0
Štětina;0;0;0;0;0;0,03514;0,03892;0;0,04189;0;0;0,04988;0,05025;0;0;0,05185;0,05227;0;0;0;0;0;0,05717;0;0;0;0;0;0;0,06086;0,06455;0;0;0;0;0;0;0,06712;0;0;0;0;0,07217;0;0;0,23146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25538;0;0;0,26726;0;0,08909;0,26726;0;0,09129;0;0;0;0;0,18732;0;0;0;0,09623;0;0;0;0;0,09901;0;0;0;0;0,30619;0,30619;0;0;0,31623;0;0;0;0;0;0;0;0;0;0;0;0,22646;0;0;0,11323;0;0;0;0;0;0;0;0,12309;0,12309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5164;0;0,40825;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,43301;0,14434;0,14434;0,14434;0,14434;0,14434;0;0;0;0;0;0,43301;0,14434;0;0;0;0;0,1543;0,1543;0,1543;0,1543;0,1543;0,1543;0,1543;0,1543;0,1543;0,1543;0;0,46291;0;0;0;0;0;0,1543;0;0;0;0;0;0;0;0;0;0,61721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kraus;0;0;0;0;0;0;0;0,04042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05832;0;0;0;0;0;0;0;0;0;0;0,06712;0;0;0;0;0;0;0;0;0;0,15713;0;0;0,08006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11323;0;0;0;0,12309;0;0;0;0;0,24618;0;0;0;0;0;0,24618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kundera;0;0;0;0;0;0,03514;0;0;0,04189;0;0;0;0,05025;0;0;0,05185;0,05227;0;0;0;0;0;0,05717;0;0;0;0;0;0;0,06086;0,06455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08513;0;0;0,08909;0;0,08909;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10206;0,10206;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1291;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1543;0;0;0;0;0;0,1543;0;0;0;0;0;0;0;0;0;0,1543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16667;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poc;0;0;0;0;0,03835;0,03849;0;0,04428;0,04588;0;0;0;0,05505;0;0;0,0568;0,05726;0;0;0;0;0;0,06262;0;0;0;0;0;0;0,06667;0,14142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09325;0;0;0,09759;0;0,09759;0,09759;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1118;0,1118;0;0;0,11547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12403;0;0;0;0;0;0;0;0;0;0;0;0;0,13484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14142;0;0,59628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16903;0;0;0;0;0;0,16903;0;0;0;0;0;0;0;0;0;0,16903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Čunka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kroupa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burešová;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suchý;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Šefčovič;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Majerová;0;0;0;0;0;0;0;0;0;0;0,0488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kretschmer;0;0;0,03461;0;0;0,03849;0;0,04428;0,04588;0;0;0;0;0,11269;0;0;0,05726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07255;0;0;0;0;0;0;0;0;0;0,08032;0;0;0;0;0;0;0;0,08944;0;0;0,09129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,54772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Topolánek;0;0;0;0;0,03835;0,03849;0;0;0;0;0;0;0;0;0;0,0568;0;0;0;0;0;0;0;0,06325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07559;0;0;0;0,08032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16903;0;0;0;0,16903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H;0;0;0;0;0,03835;0;0;0;0,04588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28284;0;0;0;0;0;0;0;0;0;0;0,29814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
